country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,obs_value,base_per,unit_multiplier
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Intellectual property products,Not applicable,2018,0.002,,Units
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Intellectual property products,Not applicable,2017,0.003,,Units
Latvia,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2018,1.28,2015.0,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Current prices,2014,47.224,,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Current prices,2013,16.964,,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Current prices,2012,49.024,,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Current prices,2011,56.162,,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Current prices,2018,195.135,,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Current prices,2017,163.435,,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Current prices,2016,250.945,,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2006,47.667,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2005,29.798,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2004,23.579,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2003,25.133,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2002,22.993,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2001,22.599,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2018,37.692,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2017,30.508,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2016,28.464,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2015,28.087,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2014,28.259,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2013,48.84,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2012,49.061,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2011,31.251,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2010,38.876,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2009,37.767,2015.0,Millions
Finland,Annual,Gross fixed capital formation,National currency,Hospitals,Intellectual property products,Constant prices,2008,27.894,2015.0,Millions
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Machinery and equipment,Not applicable,2018,0.003,,Units
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Machinery and equipment,Not applicable,2017,0.003,,Units
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Providers of healthcare system administration and financing,Machinery and equipment,Not applicable,2016,0.002,,Units
Portugal,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2018,889.128,,Millions
Portugal,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2017,813.256,,Millions
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Rest of the economy,Infrastructure,Not applicable,2018,0.042,,Units
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Rest of the economy,Infrastructure,Not applicable,2017,0.041,,Units
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Rest of the economy,Infrastructure,Not applicable,2016,0.045,,Units
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Constant prices,2016,1640.317,2015.0,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Constant prices,2015,1160.416,2015.0,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Constant prices,2014,861.625,2015.0,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Constant prices,2013,425.214,2015.0,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Constant prices,2012,306.569,2015.0,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Constant prices,2011,446.523,2015.0,Millions
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Infrastructure,Constant prices,2018,2421.036,2015.0,Millions
Sweden,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Infrastructure,Constant prices,2007,876.891,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2005,700.506,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2004,985.847,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2003,824.833,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2002,943.479,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2001,880.795,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2018,1363.326,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2017,1160.389,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2016,1221.144,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2015,1068.314,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2014,900.578,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2013,929.4,2015.0,Millions
Ireland,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2012,555.67,2015.0,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2018,2874.125,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2017,2823.501,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2016,2592.713,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2015,2687.866,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2014,2508.619,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2013,2373.852,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2012,2428.564,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2011,2159.105,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2010,2052.634,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2009,1905.669,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2008,1875.362,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2007,1763.454,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2006,1567.007,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2005,1603.653,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2004,1517.168,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2003,1443.882,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2002,1347.182,,Millions
Austria,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2001,1233.65,,Millions
Malta,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Intellectual property products,Not applicable,2018,70.219,,Units
Malta,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Providers of healthcare system administration and financing,Intellectual property products,Not applicable,2017,61.15,,Units
Lithuania,Annual,Gross fixed capital formation,Percentage of GDP,Providers of preventive care,Total,Not applicable,2005,0.009,,Units
Latvia,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Total,Current prices,2007,4.01,,Millions
Latvia,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Total,Current prices,2018,6.799,,Millions
Slovak Republic,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Total,Constant prices,2007,2.527,2015.0,Millions
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2011,0.091,,Units
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2010,0.085,,Units
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2009,0.092,,Units
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2008,0.083,,Units
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2003,0.122,,Units
